task,label
2412.png,0.0
2413.png,0.0
2414.png,0.0
2415.png,0.0
2416.png,0.0
2417.png,0.0
2418.png,0.0
2419.png,1.0
242.png,0.0
2420.png,0.0
2421.png,0.0
2422.png,0.0
2423.png,0.0
2424.png,0.0
2425.png,0.0
2426.png,0.0
2427.png,0.0
2428.png,0.0
2429.png,1.0
243.png,0.0
2430.png,1.0
2431.png,0.0
2432.png,0.0
2433.png,0.0
2434.png,0.0
2435.png,0.0
2436.png,0.0
2437.png,0.0
2438.png,0.0
2439.png,0.0
244.png,0.0
2440.png,0.0
2441.png,0.0
2442.png,0.0
2443.png,0.0
2444.png,0.0
2445.png,0.0
2446.png,0.0
2447.png,0.0
2448.png,0.0
2449.png,0.0
245.png,0.0
2450.png,0.0
2451.png,0.0
2452.png,0.0
2453.png,0.0
2454.png,0.0
2455.png,0.0
2456.png,0.0
2457.png,0.0
2458.png,0.0
2459.png,0.0
246.png,0.0
2460.png,1.0
2461.png,0.0
2462.png,1.0
2463.png,0.0
2464.png,0.0
2465.png,0.0
2466.png,0.0
2467.png,0.0
2468.png,0.0
2469.png,0.0
247.png,0.0
2470.png,0.0
2471.png,0.0
2472.png,0.0
2473.png,1.0
2474.png,0.0
2475.png,0.0
2476.png,0.0
2477.png,0.0
2478.png,0.0
2479.png,0.0
248.png,0.0
2480.png,0.0
2481.png,0.0
2482.png,0.0
2483.png,0.0
2484.png,0.0
2485.png,0.0
2486.png,0.0
2487.png,0.0
2488.png,0.0
2489.png,0.0
249.png,1.0
2490.png,0.0
2491.png,0.0
2492.png,0.0
2493.png,0.0
2494.png,1.0
2495.png,0.0
2496.png,0.0
2497.png,0.0
2498.png,0.0
2499.png,1.0
25.png,0.0
250.png,0.0
2500.png,0.0
2501.png,0.0
2502.png,0.0
2503.png,1.0
2504.png,0.0
2505.png,0.0
2506.png,0.0
2507.png,0.0
2508.png,0.0
2509.png,0.0
251.png,0.0
2510.png,1.0
2511.png,1.0
2512.png,0.0
2513.png,1.0
2514.png,0.0
2515.png,0.0
2516.png,0.0
2517.png,0.0
2518.png,0.0
2519.png,0.0
252.png,0.0
2520.png,0.0
2521.png,1.0
2522.png,0.0
2523.png,0.0
2524.png,0.0
2525.png,0.0
2526.png,0.0
2527.png,0.0
2528.png,0.0
2529.png,0.0
253.png,0.0
2530.png,0.0
2531.png,0.0
2532.png,0.0
2533.png,0.0
2534.png,0.0
2535.png,0.0
2536.png,0.0
2537.png,0.0
2538.png,0.0
2539.png,1.0
254.png,0.0
2540.png,0.0
2541.png,0.0
2542.png,0.0
2543.png,0.0
2544.png,0.0
2545.png,0.0
2546.png,0.0
2547.png,0.0
2548.png,0.0
2549.png,0.0
255.png,0.0
2550.png,0.0
2551.png,0.0
2552.png,0.0
2553.png,0.0
2554.png,0.0
2555.png,0.0
2556.png,0.0
2557.png,0.0
2558.png,0.0
2559.png,0.0
256.png,1.0
2560.png,0.0
2561.png,0.0
2562.png,0.0
2563.png,0.0
2564.png,0.0
2565.png,0.0
2566.png,0.0
2567.png,0.0
2568.png,0.0
2569.png,0.0
257.png,0.0
2570.png,0.0
2571.png,0.0
2572.png,1.0
2573.png,1.0
2574.png,0.0
2575.png,0.0
2576.png,0.0
2577.png,0.0
2578.png,0.0
2579.png,0.0
258.png,0.0
2580.png,0.0
2581.png,0.0
2582.png,0.0
2583.png,0.0
2584.png,0.0
2585.png,0.0
2586.png,1.0
2587.png,1.0
2588.png,0.0
2589.png,0.0
259.png,0.0
2590.png,0.0
2591.png,0.0
2592.png,0.0
2593.png,0.0
2594.png,0.0
2595.png,0.0
2596.png,0.0
2597.png,0.0
2598.png,0.0
2599.png,0.0
26.png,0.0
260.png,0.0
2600.png,0.0
2601.png,1.0
2602.png,0.0
2603.png,0.0
2604.png,0.0
2605.png,1.0
2606.png,0.0
2607.png,0.0
2608.png,1.0
2609.png,0.0
261.png,0.0
2610.png,0.0
2611.png,0.0
2612.png,0.0
2613.png,0.0
2614.png,0.0
2615.png,0.0
2616.png,0.0
2617.png,0.0
2618.png,0.0
2619.png,0.0
262.png,1.0
2620.png,0.0
2621.png,0.0
2622.png,0.0
2623.png,0.0
2624.png,0.0
2625.png,0.0
2626.png,0.0
2627.png,0.0
2628.png,0.0
2629.png,0.0
263.png,0.0
2630.png,0.0
2631.png,0.0
2632.png,0.0
2633.png,0.0
2634.png,0.0
2635.png,0.0
2636.png,0.0
2637.png,0.0
2638.png,0.0
2639.png,0.0
264.png,0.0
2640.png,0.0
2641.png,0.0
2642.png,0.0
2643.png,0.0
2644.png,0.0
2645.png,0.0
2646.png,0.0
2647.png,0.0
2648.png,0.0
2649.png,1.0
265.png,0.0
2650.png,0.0
2651.png,0.0
2652.png,0.0
2653.png,0.0
2654.png,1.0
2655.png,0.0
2656.png,0.0
2657.png,1.0
2658.png,0.0
2659.png,0.0
266.png,0.0
2660.png,0.0
2661.png,0.0
2662.png,0.0
2663.png,0.0
2664.png,0.0
2665.png,0.0
2666.png,0.0
2667.png,0.0
2668.png,0.0
2669.png,0.0
267.png,1.0
2670.png,0.0
2671.png,0.0
2672.png,0.0
2673.png,0.0
2674.png,0.0
2675.png,0.0
2676.png,0.0
2677.png,0.0
2678.png,0.0
2679.png,0.0
268.png,0.0
2680.png,0.0
2681.png,0.0
2682.png,0.0
2683.png,0.0
2684.png,0.0
2685.png,0.0
2686.png,0.0
2687.png,0.0
2688.png,0.0
2689.png,1.0
269.png,1.0
2690.png,0.0
2691.png,0.0
2692.png,0.0
2693.png,0.0
2694.png,0.0
2695.png,0.0
2696.png,0.0
2697.png,0.0
2698.png,0.0
2699.png,1.0
27.png,0.0
270.png,0.0
2700.png,0.0
2701.png,0.0
2702.png,0.0
2703.png,0.0
2704.png,0.0
2705.png,0.0
2706.png,0.0
2707.png,0.0
2708.png,0.0
2709.png,0.0
271.png,0.0
2710.png,0.0
2711.png,0.0
2712.png,1.0
2713.png,1.0
2714.png,1.0
2715.png,0.0
2716.png,0.0
2717.png,0.0
2718.png,0.0
2719.png,0.0
272.png,0.0
2720.png,0.0
2721.png,0.0
2722.png,0.0
2723.png,0.0
2724.png,0.0
2725.png,0.0
2726.png,0.0
2727.png,0.0
2728.png,0.0
2729.png,0.0
273.png,0.0
2730.png,1.0
2731.png,0.0
2732.png,0.0
2733.png,0.0
2734.png,0.0
2735.png,0.0
2736.png,0.0
2737.png,0.0
2738.png,0.0
2739.png,1.0
274.png,0.0
2740.png,0.0
2741.png,0.0
2742.png,0.0
2743.png,0.0
2744.png,0.0
2745.png,0.0
2746.png,0.0
2747.png,1.0
2748.png,0.0
2749.png,0.0
275.png,0.0
2750.png,0.0
2751.png,0.0
2752.png,0.0
2753.png,0.0
2754.png,0.0
2755.png,0.0
2756.png,0.0
2757.png,1.0
2758.png,0.0
2759.png,0.0
276.png,0.0
2760.png,0.0
2761.png,1.0
2762.png,0.0
2763.png,0.0
2764.png,0.0
2765.png,0.0
2766.png,0.0
2767.png,0.0
2768.png,0.0
2769.png,0.0
277.png,0.0
2770.png,0.0
2771.png,0.0
2772.png,0.0
2773.png,0.0
2774.png,0.0
2775.png,0.0
2776.png,1.0
2777.png,1.0
2778.png,1.0
2779.png,0.0
278.png,0.0
2780.png,0.0
2781.png,0.0
2782.png,0.0
2783.png,1.0
2784.png,0.0
2785.png,0.0
2786.png,0.0
2787.png,0.0
2788.png,0.0
2789.png,0.0
279.png,0.0
2790.png,0.0
2791.png,0.0
2792.png,0.0
2793.png,0.0
2794.png,0.0
2795.png,0.0
2796.png,0.0
2797.png,0.0
2798.png,1.0
